Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
77924-78184,G,Justin,Justin Harding,Harding,28.200000762939453,1,7000,,,,,,,,,G
77924-78959,G,Nick,Nick Watney,Watney,39.09999946925951,23,7000,,,,,,,,,G
77924-81009,G,Connor,Connor Syme,Syme,2.5,1,7000,,,,,,,,,G
77924-78204,G,Scott,Scott Hend,Hend,-1.7999999523162842,1,7000,,,,,,,,,G
77924-78997,G,Chris,Chris Wood,Wood,,,7000,,,,,,,,,G
77924-78233,G,David,David Horsey,Horsey,,,7000,,,,,,,,,G
77924-172212,G,Marc,Marc Warren,Warren,,,7000,,,,,,,,,G
77924-78785,G,Jack,Jack Senior,Senior,49,1,7000,,,,,,,,,G
77924-78021,G,Jamie,Jamie Donaldson,Donaldson,,,7000,,,,,,,,,G
77924-78020,G,Luke,Luke Donald,Donald,46.421052631578945,19,7000,,,,,,,,,G
77924-78788,G,Shubhankar,Shubhankar Sharma,Sharma,,,7000,,,,,,,,,G
77924-82383,G,Sean,Sean Crocker,Crocker,-7.800000190734863,1,7000,,,,,,,,,G
77924-78049,G,Nacho,Nacho Elvira,Elvira,,,7000,,,,,,,,,G
77924-78312,G,Rikard,Rikard Karlberg,Karlberg,23.399999618530273,1,7000,,,,,,,,,G
77924-78571,G,James,James Morrison,Morrison,,,7000,,,,,,,,,G
77924-78830,G,Matthew,Matthew Southgate,Southgate,7,1,7000,,,,,,,,,G
77924-78321,G,Masahiro,Masahiro Kawamura,Kawamura,,,7000,,,,,,,,,G
